id_dettaglio,id_ordine,id_prodotto,quantità,prezzo_unitario
2223,342,70,4,864.52
2224,201,80,2,217.68
2225,5,7,5,224.34
2226,748,192,4,281.87
2227,415,213,4,110.01
2228,761,192,4,281.87
2229,502,158,5,458.14
2230,73,210,1,350.47
2231,128,198,5,242.35
2232,167,100,4,136.79
2233,262,179,5,905.31
2234,727,251,3,155.97
2235,714,30,4,885.26
2236,435,127,2,385.63
2237,490,18,3,985.3
2238,647,15,2,554.28
2239,268,234,2,355.05
2240,261,127,5,385.63
2241,593,83,1,288.82
2242,120,48,4,541.68
2243,408,42,5,297.03
2244,194,217,2,467.55
2245,438,130,3,28.55
2246,513,273,4,889.98
2247,601,158,4,458.14
2248,771,46,1,842.46
2249,652,294,3,711.23
2250,147,138,2,608.18
2251,767,204,3,577.92
2252,7,87,4,586.26
2253,2,50,1,116.31
2254,793,214,5,708.77
2255,427,148,4,678.93
2256,175,91,3,124.29
2257,191,69,2,357.53
2258,499,94,5,935.03
2259,113,231,5,309.67
2260,218,96,2,673.33
2261,61,94,2,935.03
2262,266,210,4,350.47
2263,642,56,2,964.54
2264,82,151,1,467.66
2265,387,64,3,75.5
2266,66,176,1,68.91
2267,600,121,4,973.97
2268,497,52,1,90.23
2269,63,137,1,729.9
2270,682,299,1,511.33
2271,100,109,5,507.88
2272,8,193,5,835.74
2273,533,137,4,729.9
2274,485,173,5,275.36
2275,440,173,3,275.36
2276,699,176,3,68.91
2277,246,185,4,670.53
2278,388,30,3,885.26
2279,339,52,1,90.23
2280,468,206,2,594.14
2281,27,63,5,72.06
2282,287,128,3,226.32
2283,463,244,5,698.93
2284,424,97,1,319.6
2285,654,165,1,459.18
2286,649,185,1,670.53
2287,754,167,4,831.42
2288,240,249,4,823.01
2289,757,42,3,297.03
2290,439,244,1,698.93
2291,752,198,3,242.35
2292,622,100,2,136.79
2293,533,293,5,33.73
2294,33,66,4,724.74
2295,90,155,5,674.43
2296,479,87,4,586.26
2297,119,247,5,188.44
2298,247,125,2,783.47
2299,175,46,1,842.46
2300,446,15,2,554.28
2301,335,197,3,840.03
2302,226,132,4,354.39
2303,687,64,2,75.5
2304,548,252,1,89.76
2305,709,171,2,628.61
2306,590,34,3,365.19
2307,387,196,5,755.46
2308,448,120,2,356.91
2309,266,60,3,341.4
2310,90,58,1,440.91
2311,349,97,1,319.6
2312,587,189,2,867.52
2313,321,195,5,228.1
2314,755,1,3,29.89
2315,64,275,2,232.78
2316,398,217,3,467.55
2317,790,187,2,907.39
2318,533,114,1,563.1
2319,405,5,5,98.23
2320,472,162,2,779.53
2321,304,113,4,742.52
2322,697,234,2,355.05
2323,616,146,2,698.72
2324,765,18,5,985.3
2325,328,159,5,719.75
2326,706,64,3,75.5
2327,724,294,4,711.23
2328,647,111,4,48.87
2329,299,193,1,835.74
2330,342,79,2,170.48
2331,751,116,1,547.86
2332,795,92,4,581.02
2333,745,201,3,171.95
2334,676,82,1,268.88
2335,562,201,3,171.95
2336,433,243,3,277.94
2337,776,201,4,171.95
2338,74,271,3,701.24
2339,290,100,5,136.79
2340,404,50,2,116.31
2341,332,298,1,500.88
2342,727,156,4,151.62
2343,671,84,5,159.02
2344,141,227,4,491.13
2345,299,75,2,465.31
2346,224,101,1,879.87
2347,371,295,1,554.49
2348,695,76,4,808.98
2349,438,87,1,586.26
2350,99,183,4,490.79
2351,184,27,1,404.16
2352,528,174,5,142.68
2353,445,77,4,55.34
2354,251,18,1,985.3
2355,247,204,4,577.92
2356,310,89,4,852.09
2357,795,46,4,842.46
2358,666,196,3,755.46
2359,648,228,3,692.16
2360,12,62,1,709.3
2361,85,63,4,72.06
2362,657,261,2,160.75
2363,24,294,5,711.23
2364,492,141,1,6.68
2365,608,93,4,422.13
2366,496,223,3,798.84
2367,586,65,1,670.63
2368,334,33,5,748.28
2369,190,208,1,851.04
2370,404,285,5,457.55
2371,543,251,1,155.97
2372,532,300,5,835.55
2373,731,64,2,75.5
2374,675,61,2,590.5
2375,614,93,1,422.13
2376,569,229,3,450.93
2377,126,21,2,671.82
2378,589,106,2,268.14
2379,90,288,3,416.18
2380,772,18,1,985.3
2381,128,260,3,243.67
2382,373,279,2,916.49
2383,434,1,2,29.89
2384,308,24,5,989.58
2385,301,274,4,605.7
2386,144,296,4,992.3
2387,712,161,5,893.2
2388,361,276,5,999.57
2389,215,51,1,243.26
2390,243,19,2,383.23
2391,146,154,2,97.92
2392,138,283,2,333.15
2393,606,184,3,488.21
2394,132,217,1,467.55
2395,564,131,3,331.62
2396,391,84,4,159.02
2397,468,43,3,8.23
2398,693,218,2,325.69
2399,549,105,1,932.1
2400,645,138,2,608.18
2401,732,191,5,457.43
2402,674,262,5,690.92
2403,168,215,2,735.13
2404,324,223,4,798.84
2405,27,127,1,385.63
2406,277,64,5,75.5
2407,113,281,4,472.66
2408,68,169,1,452.82
2409,372,171,3,628.61
2410,150,116,3,547.86
2411,11,51,4,243.26
2412,228,194,1,750.28
2413,127,90,5,676.84
2414,746,157,5,984.02
2415,502,49,5,600.95
2416,358,293,3,33.73
2417,565,139,5,388.27
2418,102,25,2,686.19
2419,326,200,2,700.97
2420,354,273,5,889.98
2421,609,207,4,106.39
2422,607,66,3,724.74
2423,10,263,2,37.48
2424,674,65,2,670.63
2425,388,291,3,551.47
2426,55,190,2,263.86
2427,695,215,4,735.13
2428,188,225,3,558.01
2429,480,258,3,947.85
2430,283,220,5,751.72
2431,736,118,3,367.83
2432,651,45,3,510.14
2433,417,161,1,893.2
2434,650,41,1,769.76
2435,748,123,1,976.33
2436,170,295,1,554.49
2437,87,147,5,195.88
2438,505,6,4,563.44
2439,694,261,2,160.75
2440,492,255,5,908.96
2441,702,273,1,889.98
2442,416,8,5,810.38
2443,195,4,4,592.54
2444,720,274,3,605.7
2445,251,271,5,701.24
2446,44,230,2,297.76
2447,691,269,2,597.07
2448,180,39,3,971.22
2449,137,264,3,704.47
2450,53,217,4,467.55
2451,389,88,3,61.6
2452,116,174,2,142.68
2453,553,61,3,590.5
2454,307,248,3,941.36
2455,272,110,1,96.84
2456,756,292,4,881.44
2457,223,157,5,984.02
2458,37,238,5,195.58
2459,500,30,3,885.26
2460,7,236,3,722.68
2461,306,182,1,754.71
2462,6,180,2,857.45
2463,412,182,1,754.71
2464,104,221,4,339.71
2465,203,44,5,972.03
2466,527,79,4,170.48
2467,127,250,1,78.71
2468,160,129,2,308.66
2469,482,203,3,112.56
2470,307,187,4,907.39
2471,187,275,3,232.78
2472,112,225,4,558.01
2473,166,72,3,801.59
2474,766,223,1,798.84
2475,368,102,1,161.96
2476,195,146,1,698.72
2477,137,203,4,112.56
2478,762,170,1,840.66
2479,165,102,4,161.96
2480,682,137,1,729.9
2481,432,251,5,155.97
2482,508,66,3,724.74
2483,770,205,5,941.76
2484,744,200,2,700.97
2485,113,56,1,964.54
2486,130,80,3,217.68
2487,513,7,2,224.34
2488,54,176,4,68.91
2489,612,5,4,98.23
2490,492,149,3,409.04
2491,498,43,4,8.23
2492,254,79,5,170.48
2493,192,128,3,226.32
2494,786,59,3,125.4
2495,718,127,4,385.63
2496,204,243,1,277.94
2497,718,258,5,947.85
2498,186,97,5,319.6
2499,645,77,2,55.34
2500,124,68,4,194.46
2501,40,141,2,6.68
2502,150,219,1,282.53
2503,632,103,1,613.62
2504,53,195,4,228.1
2505,538,157,2,984.02
2506,228,173,4,275.36
2507,491,32,5,746.26
2508,438,27,3,404.16
2509,113,138,3,608.18
2510,288,180,4,857.45
2511,253,164,1,54.97
2512,187,21,1,671.82
2513,54,165,2,459.18
2514,293,242,3,19.08
2515,622,52,4,90.23
2516,190,130,4,28.55
2517,373,172,3,82.1
2518,115,50,1,116.31
2519,700,283,2,333.15
2520,340,185,3,670.53
2521,761,271,5,701.24
2522,381,122,3,926.14
2523,216,300,4,835.55
2524,90,55,2,268.73
2525,645,62,1,709.3
2526,601,98,2,14.27
2527,722,229,1,450.93
2528,77,280,5,636.61
2529,352,155,4,674.43
2530,780,104,5,669.52
2531,739,79,1,170.48
2532,131,99,4,77.89
2533,564,130,5,28.55
2534,356,188,4,88.53
2535,645,61,4,590.5
2536,70,248,4,941.36
2537,537,258,1,947.85
2538,171,141,2,6.68
2539,297,24,5,989.58
2540,63,98,4,14.27
2541,507,273,5,889.98
2542,77,85,4,968.87
2543,769,261,4,160.75
2544,576,200,4,700.97
2545,622,140,2,258.45
2546,189,2,2,227.09
2547,586,112,5,638.93
2548,714,5,5,98.23
2549,467,258,5,947.85
2550,266,156,2,151.62
2551,304,138,5,608.18
2552,122,88,2,61.6
2553,47,274,2,605.7
2554,299,21,2,671.82
2555,285,69,3,357.53
2556,53,128,2,226.32
2557,548,60,1,341.4
2558,665,178,5,210.8
2559,378,167,1,831.42
2560,723,282,3,324.45
2561,740,69,4,357.53
2562,627,151,3,467.66
2563,59,6,3,563.44
2564,225,144,2,721.16
2565,263,9,5,699.65
2566,674,299,1,511.33
2567,740,196,3,755.46
2568,642,283,2,333.15
2569,453,113,3,742.52
2570,276,105,5,932.1
2571,645,203,2,112.56
2572,457,119,4,214.03
2573,378,76,4,808.98
2574,96,254,2,776.82
2575,471,95,2,242.49
2576,194,292,4,881.44
2577,747,93,3,422.13
2578,22,159,2,719.75
2579,182,202,5,778.9
2580,193,36,2,157.08
2581,74,219,2,282.53
2582,466,207,1,106.39
2583,742,270,2,441.96
2584,745,7,5,224.34
2585,103,194,4,750.28
2586,22,57,1,714.38
2587,782,23,2,167.59
2588,255,43,3,8.23
2589,147,7,1,224.34
2590,109,278,3,473.15
2591,725,44,2,972.03
2592,143,246,5,472.05
2593,455,84,3,159.02
2594,340,246,2,472.05
2595,250,29,5,216.56
2596,709,137,5,729.9
2597,127,11,1,106.7
2598,106,279,3,916.49
2599,106,262,4,690.92
2600,146,1,2,29.89
2601,25,117,4,432.64
2602,395,76,3,808.98
2603,672,147,2,195.88
2604,701,197,1,840.03
2605,504,87,1,586.26
2606,230,53,3,978.09
2607,366,40,5,683.3
2608,342,61,3,590.5
2609,87,23,5,167.59
2610,155,92,4,581.02
2611,544,172,5,82.1
2612,186,218,2,325.69
2613,684,155,5,674.43
2614,294,179,1,905.31
2615,278,256,3,308.85
2616,272,40,1,683.3
2617,153,76,3,808.98
2618,152,200,4,700.97
2619,739,245,1,107.07
2620,116,296,4,992.3
2621,745,143,2,625.04
2622,93,166,2,950.29
2623,187,198,3,242.35
2624,327,254,4,776.82
2625,493,212,5,17.59
2626,652,171,2,628.61
2627,670,126,4,270.47
2628,429,282,4,324.45
2629,552,274,4,605.7
2630,546,275,2,232.78
2631,394,43,5,8.23
2632,733,216,5,617.83
2633,592,113,1,742.52
2634,241,186,1,841.3
2635,209,9,3,699.65
2636,572,243,2,277.94
2637,113,31,3,147.16
2638,370,72,3,801.59
2639,472,74,5,144.48
2640,432,125,2,783.47
2641,230,29,2,216.56
2642,121,74,4,144.48
2643,751,14,4,538.55
2644,381,28,1,913.57
2645,679,298,1,500.88
2646,489,81,1,168.81
2647,151,188,2,88.53
2648,81,126,1,270.47
2649,13,292,4,881.44
2650,154,94,4,935.03
2651,762,72,5,801.59
2652,716,154,4,97.92
2653,422,173,4,275.36
2654,661,7,3,224.34
2655,114,80,1,217.68
2656,658,17,5,50.6
2657,770,89,5,852.09
2658,165,6,4,563.44
2659,434,233,5,428.38
2660,729,133,5,681.12
2661,514,157,2,984.02
2662,434,81,3,168.81
2663,95,268,4,76.05
2664,129,109,4,507.88
2665,634,29,2,216.56
2666,402,95,5,242.49
2667,620,40,4,683.3
2668,489,161,4,893.2
2669,390,85,1,968.87
2670,381,218,2,325.69
2671,277,56,1,964.54
2672,80,186,5,841.3
2673,798,172,1,82.1
2674,246,145,2,668.56
2675,555,55,1,268.73
2676,217,6,3,563.44
2677,193,283,2,333.15
2678,654,17,2,50.6
2679,276,44,5,972.03
2680,579,23,5,167.59
2681,496,24,1,989.58
2682,323,48,3,541.68
2683,9,183,3,490.79
2684,408,257,2,611.58
2685,323,201,3,171.95
2686,133,50,3,116.31
2687,418,258,1,947.85
2688,515,77,1,55.34
2689,602,196,4,755.46
2690,601,20,3,166.84
2691,166,78,4,969.15
2692,81,48,2,541.68
2693,221,73,2,195.63
2694,514,265,5,688.95
2695,668,268,3,76.05
2696,459,68,3,194.46
2697,298,185,5,670.53
2698,442,21,4,671.82
2699,245,107,5,275.99
2700,622,39,2,971.22
2701,581,255,1,908.96
2702,16,74,3,144.48
2703,561,45,4,510.14
2704,97,233,3,428.38
2705,174,152,2,513.62
2706,70,144,5,721.16
2707,373,181,1,479.59
2708,73,92,4,581.02
2709,265,243,3,277.94
2710,782,227,2,491.13
2711,127,292,4,881.44
2712,41,187,3,907.39
2713,411,210,5,350.47
2714,697,67,4,246.78
2715,376,263,5,37.48
2716,322,192,1,281.87
2717,699,212,5,17.59
2718,461,135,1,182.67
2719,636,30,2,885.26
2720,717,288,1,416.18
2721,159,54,3,132.75
2722,385,82,5,268.88
2723,409,38,2,597.91
2724,398,237,1,744.17
2725,358,239,4,280.12
2726,658,274,4,605.7
2727,112,44,2,972.03
2728,750,56,4,964.54
2729,787,222,2,185.93
2730,412,169,1,452.82
2731,325,176,5,68.91
2732,498,109,4,507.88
2733,118,143,4,625.04
2734,40,280,2,636.61
2735,482,75,2,465.31
2736,328,291,1,551.47
2737,616,195,1,228.1
2738,371,221,4,339.71
2739,219,28,2,913.57
2740,24,217,3,467.55
2741,259,91,1,124.29
2742,146,36,3,157.08
2743,415,42,3,297.03
2744,730,232,4,475.89
2745,538,110,3,96.84
2746,189,28,1,913.57
2747,439,176,3,68.91
2748,169,102,3,161.96
2749,430,247,4,188.44
2750,549,83,4,288.82
2751,364,293,4,33.73
2752,11,288,5,416.18
2753,204,40,5,683.3
2754,632,75,3,465.31
2755,681,163,1,805.09
2756,155,235,2,310.09
2757,512,163,1,805.09
2758,691,209,3,797.25
2759,534,2,4,227.09
2760,129,231,5,309.67
2761,100,19,2,383.23
2762,764,97,4,319.6
2763,714,280,2,636.61
2764,616,194,2,750.28
2765,357,108,2,719.02
2766,696,296,1,992.3
2767,380,187,1,907.39
2768,310,158,5,458.14
2769,128,256,4,308.85
2770,424,211,3,73.61
2771,361,278,4,473.15
2772,536,172,1,82.1
2773,181,235,4,310.09
2774,383,91,5,124.29
2775,610,84,5,159.02
2776,447,196,3,755.46
2777,676,224,3,880.92
2778,719,51,1,243.26
2779,107,46,1,842.46
2780,632,211,1,73.61
2781,509,279,1,916.49
2782,649,228,5,692.16
2783,596,17,3,50.6
2784,431,109,2,507.88
2785,796,233,5,428.38
2786,391,59,2,125.4
2787,481,64,3,75.5
2788,476,212,4,17.59
2789,8,192,2,281.87
2790,520,146,3,698.72
2791,675,136,3,112.86
2792,425,124,1,29.66
2793,425,17,1,50.6
2794,27,79,3,170.48
2795,532,163,3,805.09
2796,175,293,4,33.73
2797,248,285,4,457.55
2798,198,202,1,778.9
2799,592,220,2,751.72
2800,652,200,2,700.97
2801,413,163,5,805.09
2802,163,224,2,880.92
2803,102,65,5,670.63
2804,122,296,4,992.3
2805,781,134,5,939.54
2806,163,166,2,950.29
2807,96,48,1,541.68
2808,448,6,5,563.44
2809,157,15,5,554.28
2810,725,279,1,916.49
2811,586,196,1,755.46
2812,761,67,4,246.78
2813,650,184,2,488.21
2814,246,114,3,563.1
2815,199,275,2,232.78
2816,744,194,3,750.28
2817,676,27,3,404.16
2818,85,74,1,144.48
2819,654,297,1,947.33
2820,114,236,5,722.68
2821,126,55,2,268.73
2822,290,135,2,182.67
2823,96,40,4,683.3
2824,371,107,4,275.99
2825,104,252,1,89.76
2826,424,38,4,597.91
2827,641,40,2,683.3
2828,704,215,4,735.13
2829,322,231,2,309.67
2830,185,153,1,660.56
2831,183,291,5,551.47
2832,33,61,3,590.5
2833,356,248,5,941.36
2834,615,280,1,636.61
2835,163,268,3,76.05
2836,125,99,5,77.89
2837,31,275,1,232.78
2838,531,263,2,37.48
2839,222,187,1,907.39
2840,223,16,3,579.47
2841,142,113,1,742.52
2842,746,65,3,670.63
2843,281,247,2,188.44
2844,95,179,5,905.31
2845,668,151,4,467.66
2846,764,254,4,776.82
2847,525,205,2,941.76
2848,257,89,2,852.09
2849,704,144,4,721.16
2850,106,299,5,511.33
2851,320,85,2,968.87
2852,740,250,4,78.71
2853,457,217,5,467.55
2854,766,140,3,258.45
2855,638,56,5,964.54
2856,393,220,2,751.72
2857,581,181,3,479.59
2858,648,33,4,748.28
2859,172,18,5,985.3
2860,260,210,3,350.47
2861,619,272,3,440.57
2862,408,16,1,579.47
2863,185,166,4,950.29
2864,191,184,2,488.21
2865,75,111,3,48.87
2866,381,75,3,465.31
2867,126,5,3,98.23
2868,705,6,3,563.44
2869,219,239,5,280.12
2870,330,120,5,356.91
2871,68,198,3,242.35
2872,617,109,5,507.88
2873,223,53,5,978.09
2874,285,39,5,971.22
2875,662,216,4,617.83
2876,326,164,2,54.97
2877,202,26,4,232.9
2878,511,24,3,989.58
2879,432,62,1,709.3
2880,464,88,5,61.6
2881,335,197,2,840.03
2882,591,11,3,106.7
2883,19,295,1,554.49
2884,473,146,2,698.72
2885,413,19,5,383.23
2886,541,21,3,671.82
2887,661,9,1,699.65
2888,482,49,4,600.95
2889,741,155,3,674.43
2890,325,178,4,210.8
2891,82,285,3,457.55
2892,506,25,4,686.19
2893,306,233,4,428.38
2894,657,63,3,72.06
2895,633,53,1,978.09
2896,230,25,1,686.19
2897,143,54,3,132.75
2898,705,224,2,880.92
2899,175,46,2,842.46
2900,742,189,5,867.52
2901,6,27,3,404.16
2902,45,57,1,714.38
2903,312,39,3,971.22
2904,338,195,3,228.1
2905,716,88,2,61.6
2906,598,236,1,722.68
2907,130,164,2,54.97
2908,772,300,4,835.55
2909,653,229,1,450.93
2910,535,271,2,701.24
2911,592,245,4,107.07
2912,288,165,4,459.18
2913,232,48,3,541.68
2914,785,152,1,513.62
2915,362,286,2,326.66
2916,676,106,1,268.14
2917,77,254,1,776.82
2918,218,7,2,224.34
2919,480,198,2,242.35
2920,500,54,3,132.75
2921,214,271,5,701.24
2922,321,160,4,402.65
2923,672,79,5,170.48
2924,109,67,2,246.78
2925,373,198,4,242.35
2926,636,263,2,37.48
2927,799,205,2,941.76
2928,71,143,4,625.04
2929,169,158,5,458.14
2930,664,53,2,978.09
2931,473,55,1,268.73
2932,247,9,4,699.65
2933,192,137,1,729.9
2934,488,272,4,440.57
2935,361,136,1,112.86
2936,564,44,3,972.03
2937,442,109,2,507.88
2938,407,258,4,947.85
2939,521,171,1,628.61
2940,452,140,3,258.45
2941,101,26,4,232.9
2942,750,217,2,467.55
2943,302,97,4,319.6
2944,181,142,5,367.4
2945,623,253,5,560.28
2946,444,56,1,964.54
2947,662,128,1,226.32
2948,225,59,1,125.4
2949,37,295,3,554.49
2950,245,34,5,365.19
2951,104,142,2,367.4
2952,636,208,4,851.04
2953,403,52,2,90.23
2954,752,138,4,608.18
2955,211,88,2,61.6
2956,356,148,5,678.93
2957,295,2,1,227.09
2958,190,258,5,947.85
2959,489,157,2,984.02
2960,175,162,1,779.53
2961,171,96,3,673.33
2962,467,73,1,195.63
2963,683,243,4,277.94
2964,343,11,2,106.7
2965,271,40,2,683.3
2966,696,5,5,98.23
2967,361,243,5,277.94
2968,2,251,2,155.97
2969,484,57,1,714.38
2970,18,291,3,551.47
2971,234,269,5,597.07
2972,172,76,1,808.98
2973,103,156,3,151.62
2974,464,252,3,89.76
2975,559,132,4,354.39
2976,260,187,4,907.39
2977,14,181,3,479.59
2978,728,171,5,628.61
2979,794,248,1,941.36
2980,277,266,1,428.01
2981,152,211,2,73.61
2982,676,73,3,195.63
2983,510,16,2,579.47
2984,592,221,3,339.71
2985,212,46,2,842.46
2986,387,56,3,964.54
2987,642,279,4,916.49
2988,540,90,3,676.84
2989,696,179,3,905.31
2990,401,214,3,708.77
2991,317,98,1,14.27
2992,594,267,3,649.4
2993,628,63,4,72.06
2994,466,291,3,551.47
2995,296,57,1,714.38
2996,511,76,4,808.98
2997,698,77,5,55.34
2998,297,286,2,326.66
2999,311,250,3,78.71
3000,67,151,1,467.66
